Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Beta,50-Day Simple Moving Average,200-Day Simple Moving Average,Average Volume,Relative Volume,Price,50 sma price,200 sma price,goldencross,EPS,Forward EPS,Earnings Growth,Sales Per Share,Qtr Book Value Per Share,Qtr Cash Per Share,dividend
UPLD,"Upland Software, Inc.",Technology,Software - Application,USA,1125.58,18.71,17.69,19.854496124031005,4.32,6.46,12.81,1406.98,0.028549122807017543,0.0,-2.68,-2.622,-0.0348,-0.067,0.0127,0.281,-1.383,0.345,25.03,24.46,0.094,-0.022799999999999997,0.765,0.0015,0.11130000000000001,8.07,-0.08,-0.358,-0.027000000000000003,1.3,1.3,3.42,3.44,0.679,-0.157,-0.255,1.03,0.0779,0.1363,0.33727999999999997,0.83,39.26,36.42267371741348,34.5507348411511,buy,2.098343132014965,2.219332956472583,1.977385865384991,9.087962962962962,6.077399380804954,0.027903737082261296,1.1208385614035086
ACA,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,2126.83,18.17,17.78,5.35,1.13,1.14,14.33,8.94,0.0045000000000000005,0.081,2.43,0.528,-0.0453,-0.063,0.034,-0.025,0.045,0.14800000000000002,47.9,47.71,0.013000000000000001,-0.0227,0.894,0.0076,0.0144,2.82,0.049,0.065,0.063,2.5,1.4,0.14,0.14,0.19399999999999998,0.08800000000000001,0.063,1.3652997601918462,-0.0128,0.057999999999999996,0.24339,0.81,44.18,44.75283630470016,41.758034026465026,buy,2.431480462300495,2.484814398200225,8.257943925233645,39.097345132743364,38.75438596491228,4.941834451901566,0.19881000000000001
CRVL,CorVel Corporation,Financial,Insurance Brokers,USA,1551.21,38.23,6.64,2.5688461538461556,2.71,7.94,16.48,36.93,0.059538709677419345,0.0,2.29,0.049,0.0,0.132,0.09055469613259662,0.038,-0.358,-0.13699999999999998,17.98,9.87,0.445,-0.0227,0.49700000000000005,0.030899999999999997,0.0258,5.48,0.1,0.21600000000000003,0.25,1.6,1.6,0.0,0.0,0.209,0.095,0.07400000000000001,0.88,0.0663,0.1957,0.046490000000000004,1.15,87.54,82.0969708337241,73.21234423350339,buy,2.2898247449646876,13.183734939759038,34.07755652043717,32.30258302583026,11.025188916876575,2.370430544272949,5.21201864516129
CVA,Covanta Holding Corporation,Industrials,Waste Management,USA,1017.59,9.34,18.92,11.34448087431694,0.54,3.71,26.09,59.86,0.0407,0.0,-0.15,-0.935,0.8109999999999999,0.47100000000000003,0.15,0.021,0.386,-0.027999999999999997,132.0,130.46,0.002,-0.0227,0.81,0.029500000000000002,0.0202,3.07,-0.005,-0.057,0.034,1.0,1.0,8.95,9.05,0.27399999999999997,0.05,-0.01,1.3,-0.1375,-0.2596,0.8584299999999999,1.07,7.87,9.12463768115942,10.629389519178822,sell,0.8426124197002142,0.41596194503171247,0.6937294079112156,14.574074074074073,2.1212938005390836,0.13147343802205147,0.320309
HTH,Hilltop Holdings Inc.,Financial,Banks - Regional,USA,1872.87,6.95,10.27,0.46,3.15,0.83,0.76,6.57,0.0172,0.10300000000000001,3.01,0.909,-0.3961,0.158,0.15,0.096,0.682,-0.095,90.16,71.05,0.023,-0.0225,0.6659999999999999,0.0197,0.0184,2.98,0.02,0.14300000000000002,0.149,2.983999999999999,3.409900990099009,0.23,0.23,0.6410530973451327,0.5579999999999999,0.516,1.24,0.0475,0.0666,0.43727999999999995,0.84,20.87,19.9236276849642,19.5668479279955,buy,3.002877697841727,2.032132424537488,45.369565217391305,6.625396825396826,25.144578313253014,3.1765601217656014,0.358964
ENS,EnerSys,Industrials,Electrical Equipment & Parts,USA,2895.27,23.56,12.29,2.36,0.96,2.12,7.53,14.51,0.0103,0.24,2.89,-0.063,0.2695,-0.033,0.1,0.043,-0.273,-0.09699999999999999,42.39,41.71,0.019,-0.022400000000000003,0.987,-0.0092,0.024,4.97,0.037000000000000005,0.09300000000000001,0.07400000000000001,2.8,1.9,0.79,0.83,0.252,0.057999999999999996,0.040999999999999995,1.57,-0.0274,0.04769999999999999,0.20145,1.13,68.06,69.97738021797245,64.96134389615348,buy,2.888794567062819,5.537835638730676,28.83898305084746,70.89583333333334,32.10377358490566,4.690558235699518,0.701018
HSC,Harsco Corporation,Industrials,Specialty Industrial Machinery,USA,1105.42,519.63,15.12,51.96,0.66,1.55,13.51,2.67,0.02811775147928993,0.0,0.03,-0.655,1.0995,0.272,0.1,-0.062,-2.8339999999999996,0.275,78.99,77.59,0.001,-0.022400000000000003,0.941,0.006999999999999999,0.061,8.11,0.182,0.6459999999999999,0.055999999999999994,1.6,1.2,1.74,1.74,0.217,0.043,0.278,2.4,-0.0475,0.0567,0.58386,0.6,14.03,14.729658792650918,13.277183685057253,buy,0.026999980755537594,0.9279100529100529,0.27001539645881445,21.257575757575754,9.051612903225806,5.254681647940075,0.3944920532544377
PRTK,"Paratek Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,239.54,3.28,18.29,37.12883333333331,7.96,2.37,1.28,17.03,0.018787500000000002,0.0,-3.0,-0.102,0.607,0.129,0.17093309859154923,0.307,0.484,3.65,43.63,41.32,0.037000000000000005,-0.0223,0.508,0.1362,0.09480000000000001,5.95,-0.45899999999999996,2.225,-0.524,6.5,6.0,0.5735203366058903,0.6501262272089758,0.787,-0.15852000000000005,-0.1719638989169675,1.19,0.09269999999999999,0.2437,0.65824,0.62,5.4,4.941887068728837,4.341883090777519,buy,1.6463414634146343,0.29524330235101154,0.14543952812953106,0.678391959798995,2.278481012658228,0.31708749266001174,0.10145250000000001
OGS,"ONE Gas, Inc.",Utilities,Utilities - Regulated Gas,USA,3570.74,19.76,18.02,3.95,2.38,1.67,340.07,5.31,0.031400000000000004,0.594,3.49,0.08,0.0784,0.111,0.05,-0.019,0.034,-0.06,53.05,52.0,0.001,-0.022099999999999998,0.809,0.0089,0.0256,5.48,0.033,0.086,0.064,0.7,0.4,0.72,0.83,0.648,0.19899999999999998,0.124,0.28,-0.058899999999999994,-0.1557,0.24314,1.18,68.88,73.1909467644246,81.58237593272533,sell,3.4858299595141697,3.822419533851276,17.4379746835443,28.941176470588236,41.24550898203593,12.971751412429379,2.1628320000000003
AKTS,"Akoustis Technologies, Inc.",Technology,Communication Equipment,USA,297.29,18.71,9.04,19.854496124031005,165.16,7.12,6.71,15.79,0.028549122807017543,0.0,-1.08,-0.009000000000000001,0.5529999999999999,-0.276,0.16043588850174229,0.16899999999999998,-0.429,-0.33299999999999996,36.82,33.32,0.133,-0.0218,0.39899999999999997,-0.021099999999999997,0.2504,17.8,-0.588,-1.008,-0.495,7.5,7.5,0.56,0.56,-0.349,-0.06973983739837401,-0.06927837837837834,1.51,-0.0031,0.053899999999999997,0.46873000000000004,0.75,8.05,8.075032601063297,7.638295853496537,buy,0.430251202565473,0.890486725663717,0.40544972532728424,0.048740615161055954,1.13061797752809,0.5098163394553515,0.22982043859649123
MLSS,Milestone Scientific Inc.,Healthcare,Medical Instruments & Supplies,USA,92.93,3.28,18.29,37.12883333333331,14.99,5.07,5.6,17.03,0.018787500000000002,0.0,-0.2,0.21899999999999997,0.222,-0.142,0.17093309859154923,-0.040999999999999995,-1.4340000000000002,-0.9129999999999999,56.7,52.42,0.098,-0.0218,0.1,1.9809999999999999,0.0369,6.29,-1.043,-2.334,-2.363,5.9,5.1,0.0,0.02,0.698,-0.15852000000000005,-0.1719638989169675,1.46,-0.08220000000000001,-0.1405,0.30809,0.77,1.52,1.6561342340379168,1.7684700407213498,sell,0.4634146341463415,0.08310552214324768,0.040938533843867995,0.10140093395597065,0.29980276134122286,0.08925425719318848,0.028557000000000003
BOOM,DMC Global Inc.,Energy,Oil & Gas Equipment & Services,USA,466.04,1.58,89.3,5.15735294117647,1.54,2.77,27.1,16.59,0.13515090909090913,0.0,-0.03,0.096,7.0,0.758,0.2,0.14400000000000002,-1.176,-0.795,14.83,14.41,0.018000000000000002,-0.0217,0.5071556962025316,-0.0070999999999999995,0.1957,21.11,-0.001,-0.002,0.192,2.4,1.2,0.06,0.07,0.322,0.039,-0.001,1.19,-0.037599999999999995,-0.020099999999999996,0.13349,4.36,31.79,33.03200332502078,32.44208592713542,buy,20.12025316455696,0.3559910414333707,6.1640148274878825,20.642857142857142,11.47653429602888,1.916214587100663,4.296447400000001
PGTI,"PGT Innovations, Inc.",Industrials,Building Products & Equipment,USA,1036.35,28.82,15.25,8.24,1.3,2.31,10.53,18.02,0.02811775147928993,0.0,0.61,-0.262,0.1746,0.175,0.035,0.19399999999999998,-0.871,0.021,58.94,56.47,0.031,-0.0215,0.965,0.018500000000000003,0.0148,2.55,0.037000000000000005,0.083,0.08800000000000001,2.9,2.4,0.93,0.0,0.354,0.09,0.045,1.39,-0.021099999999999997,0.2052,0.32656,0.6,17.64,18.020226785167026,14.636574842349818,buy,0.6120749479528106,1.1567213114754098,2.1407766990291264,13.569230769230769,7.636363636363637,0.9789123196448392,0.4959971360946744
HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,USA,1716.87,20.75,16.62,11.34448087431694,0.5,1.5,8.45,14.88,0.02811775147928993,0.0,2.41,0.225,0.3972,0.179,-0.009000000000000001,0.005,-0.546,-0.154,33.17,32.44,0.008,-0.021400000000000002,0.965,-0.001,0.016399999999999998,2.24,0.04,0.075,0.085,1.3,1.3,0.15,0.24,0.138,0.034,0.023,1.05,-0.038900000000000004,0.0116,0.2378,0.58,50.04,52.06534179585891,49.4661921708185,buy,2.411566265060241,3.010830324909747,4.410955472919597,100.08,33.36,3.3629032258064515,1.407012284023668
ORBC,ORBCOMM Inc.,Communication Services,Telecom Services,USA,284.79,23.88,61.21,3.951785714285714,1.09,1.25,4.56,9.75,0.059013793103448293,0.0,-0.26,0.313,0.235,-0.228,0.2,0.231,-0.061,-0.155,78.07,73.39,0.0587,-0.021,0.701,-0.0471,0.023399999999999997,3.58,-0.035,-0.087,0.002,3.3,2.5,1.11,1.11,0.536,0.011000000000000001,-0.077,1.18,-0.08710000000000001,0.049,0.47975999999999996,0.7,3.59,3.9325227297622956,3.4223069590085795,buy,0.15033500837520938,0.05865054729619343,0.9084500677812924,3.2935779816513757,2.872,0.3682051282051282,0.21185951724137936
RFIL,"RF Industries, Ltd.",Industrials,Electrical Equipment & Parts,USA,43.87,83.15,14.97,11.34448087431694,0.92,1.37,2.81,16.25,0.02811775147928993,1.368,0.05,-0.42700000000000005,5.0,0.185,0.11337802547770695,0.191,-1.08,-0.387,9.72,8.37,0.049,-0.0209,0.318,-0.0723,0.0005,0.11,0.013999999999999999,0.017,0.109,5.2,3.6,0.05,0.09,0.265,0.011000000000000001,0.011000000000000001,0.92,0.0060999999999999995,-0.13419999999999999,0.041,0.5,4.49,4.4627770599344005,5.185955185955186,sell,0.053998797354179194,0.2999331997327989,0.3957871717307952,4.880434782608695,3.2773722627737225,0.2763076923076923,0.12624870414201178
OBCI,"Ocean Bio-Chem, Inc.",Industrials,Conglomerates,USA,135.38,24.98,18.92,11.34448087431694,2.96,4.24,28.8,36.59,0.0052,0.032,0.62,0.24100000000000002,3.0,0.102,0.11337802547770695,0.045,2.3890000000000002,0.44,9.46,2.91,0.111,-0.0207,0.109,1.2701,0.06849999999999999,3.12,0.14400000000000002,0.185,0.102,5.5,3.5,0.12,0.13,0.405,0.16399999999999998,0.128,0.74,0.013000000000000001,0.8684999999999999,0.06387,0.49,15.49,15.291214215202372,8.29007225046829,buy,0.6200960768614892,0.8187103594080337,1.3654216681759503,5.233108108108108,3.6533018867924527,0.42333971030336154,0.080548
EXPI,"eXp World Holdings, Inc.",Real Estate,Real Estate Services,USA,3045.1,461.01,96.49,46.1,2.58,39.34,47.88,42.89,0.08261081081081087,0.0,0.1,0.608,0.915,0.05505505617977529,0.1,1.361,4.191,0.325,67.76,29.17,0.5720000000000001,-0.0204,0.156,0.278,0.046,1.42,0.064,0.128,-0.17,1.8,1.8,0.02,0.03,0.09300000000000001,0.006999999999999999,0.006,3.25,0.312,1.7016999999999998,0.94275,1.94,45.64,34.78658536585366,16.89306732797868,buy,0.09900002169150345,0.4730023836667012,0.9900216919739696,17.689922480620154,1.1601423487544482,1.0641175099090696,3.770357405405408
AIT,"Applied Industrial Technologies, Inc.",Industrials,Industrial Distribution,USA,2139.19,100.4,13.96,8.37,0.66,2.55,7.96,9.39,0.0231,2.019,0.55,-0.8370000000000001,0.2937,-0.268,0.12,0.034,-0.306,-0.179,38.69,38.29,0.011000000000000001,-0.0202,0.934,-0.009000000000000001,0.0128,2.67,0.01,0.027000000000000003,0.032,2.7,1.8,1.01,1.11,0.29,0.027000000000000003,0.006999999999999999,1.39,-0.0873,-0.054400000000000004,0.18371,1.42,55.52,60.83050290347322,58.71404399323181,buy,0.552988047808765,3.977077363896848,6.633213859020311,84.12121212121212,21.772549019607847,5.912673056443024,1.282512
ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials,USA,199.09,18.71,9.04,19.854496124031005,398.18,10.97,11.06,15.79,0.028549122807017543,0.0,-0.8,0.177,0.071,-0.2,0.16043588850174229,0.16899999999999998,0.10800000000000001,0.0,17.98,15.68,0.07400000000000001,-0.0202,0.247,0.3532,0.19879999999999998,4.3,-0.852,-0.9259999999999999,-0.987,14.6,14.6,0.0,0.0,0.45799999999999996,-0.06973983739837401,-0.06927837837837834,1.78,-0.014499999999999999,0.5445,0.7253200000000001,0.67,10.75,10.908168442415016,6.960181288442862,buy,0.5745590593265633,1.1891592920353984,0.5414390741948205,0.026997840172786176,0.9799453053783044,0.6808106396453452,0.3069030701754386
KNSA,"Kiniksa Pharmaceuticals, Ltd.",Healthcare,Biotechnology,Bermuda,1000.11,3.28,18.29,37.12883333333331,3.09,3.55,3.96,17.03,0.018787500000000002,0.0,-2.2,-0.436,-0.10300000000000001,0.07984864864864864,0.17093309859154923,0.052000000000000005,0.052000000000000005,0.0,57.91,29.31,0.0696,-0.020099999999999996,0.677,0.08410000000000001,0.0973,7.56,-0.475,-0.526,-0.37016911764705906,12.9,12.9,0.0,0.0,0.5297944862155385,-0.15852000000000005,-0.1719638989169675,1.3448516579406622,-0.1303,-0.1534,0.37717,1.35,15.32,17.615269633206854,18.095913064020788,sell,4.670731707317073,0.8376161837069437,0.4126173279526696,4.957928802588997,4.315492957746479,0.8995889606576629,0.28782450000000004
TRS,TriMas Corporation,Industrials,Specialty Industrial Machinery,USA,1044.63,58.65,14.97,6.28,1.62,1.52,16.0,20.64,0.02811775147928993,0.0,0.39,-0.14400000000000002,0.0747,0.059000000000000004,0.0934,-0.04,-1.8840000000000001,0.046,45.5,44.94,0.008,-0.02,0.986,-0.0009,0.0106,2.74,0.045,0.081,0.075,3.1,1.8,0.45,0.0,0.23600000000000002,0.055999999999999994,0.085,0.91,-0.06,-0.08779999999999999,0.17451,0.9,23.05,24.521276595744684,25.268581451436088,sell,0.39300937766410915,1.539746158984636,3.6703821656050954,14.228395061728394,15.164473684210527,1.116763565891473,0.648114171597633
PKBK,"Parke Bancorp, Inc.",Financial,Banks - Regional,USA,139.47,4.9,6.64,0.19,1.67,0.75,0.42,6.25,0.053899999999999997,0.301,2.42,0.201,0.0,0.255,0.263,0.158,-0.122,0.03,11.85,9.82,0.059000000000000004,-0.02,0.418,0.0134,0.0089,4.14,0.017,0.162,0.233,2.983999999999999,3.409900990099009,0.46,0.46,0.6410530973451327,0.6920000000000001,0.348,0.84,-0.046900000000000004,-0.2181,0.02104,0.78,11.87,12.454097156646732,15.180969433431382,sell,2.4224489795918362,1.7876506024096386,62.47368421052631,7.107784431137724,15.826666666666666,1.8991999999999998,0.639793
FGEN,"FibroGen, Inc.",Healthcare,Biotechnology,USA,3747.53,3.28,18.29,37.12883333333331,34.57,9.25,5.47,290.51,0.018787500000000002,0.0,-3.54,0.136,0.737,0.225,0.17093309859154923,0.133,-1.754,-0.7759999999999999,89.45,82.98,0.018000000000000002,-0.0199,0.745,0.0287,0.0832,10.44,-0.368,-0.634,-0.153,9.4,9.3,0.13,0.16,0.9520000000000001,-0.15852000000000005,-0.1719638989169675,1.55,-0.0472,0.016399999999999998,0.66126,1.47,40.97,42.999580184718724,40.30893349075167,buy,12.490853658536587,2.2400218698742482,1.103455086567942,1.1851316170089672,4.429189189189189,0.14102784757839662,0.7697238750000001
SAH,"Sonic Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1736.79,17.39,10.05,5.753854166666666,0.18,2.4,15.01,4.78,0.0096,0.0,-2.26,1.713,0.20620000000000002,0.121,0.0055000000000000005,0.026000000000000002,0.15,-0.192,42.94,22.54,0.10300000000000001,-0.0197,0.882,0.0222,0.1588,9.0,-0.024,-0.113,0.078,1.0,0.3,0.96,2.7,0.146,-0.001,-0.009000000000000001,2.71,-0.005600000000000001,0.3832,0.39744999999999997,0.6,41.56,41.794046661303305,30.046269519953732,buy,2.389879240943071,4.135323383084577,7.2229845936600485,230.8888888888889,17.31666666666667,8.694560669456067,0.398976
EVH,"Evolent Health, Inc.",Healthcare,Health Information Services,USA,1044.81,3.28,18.29,37.12883333333331,1.11,1.66,10.54,17.03,0.018787500000000002,0.0,-5.98,-4.354,0.0,-0.457,0.3,0.052000000000000005,-5.207000000000001,0.243,85.35,77.88,0.006,-0.0197,0.9209999999999999,-0.0373,0.145,7.9,-0.341,-0.574,-0.23399999999999999,1.1,1.1,0.46,0.46,0.33299999999999996,-0.568,-0.537,1.94,-0.0069,0.3884,1.42935,0.88,12.62,12.707683012788237,9.08959953903774,buy,3.847560975609756,0.6899945325314379,0.339897563887904,11.369369369369368,7.602409638554216,0.741045214327657,0.23709825
CR,Crane Co.,Industrials,Specialty Industrial Machinery,USA,2862.32,81.4,9.91,11.34448087431694,0.93,2.02,4.83,10.41,0.0348,2.5660000000000003,0.61,-0.594,0.3312,-0.07400000000000001,-0.023,0.023,-0.831,-0.195,58.0,49.14,0.018000000000000002,-0.0196,0.6940000000000001,-0.0042,0.013500000000000002,2.39,0.008,0.025,0.07,1.3,0.9,0.59,1.0,0.35100000000000003,0.03,0.012,1.47,-0.12710000000000002,-0.2133,0.27798,0.86,49.41,56.604422041470954,62.80666073471463,sell,0.6070024570024569,4.985872855701311,4.355421860850465,53.12903225806451,24.460396039603957,4.746397694524496,1.7194679999999998
HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,493.93,16.11,9.85,6.726666666666666,0.92,1.99,109.76,24.33,0.0202,0.322,2.85,0.16899999999999998,0.369,0.081,0.11455454545454546,0.08199999999999999,0.205,-0.027999999999999997,10.52,9.59,0.037000000000000005,-0.0195,0.624,0.0132,0.013999999999999999,2.56,0.077,0.129,0.106,2.5,1.4,0.23,0.27,0.192,0.081,0.057,0.9,-0.0866,0.0821,0.0525,0.65,45.99,50.35033939128531,42.50069309675631,buy,2.8547486033519553,4.669035532994924,6.836967294350844,49.98913043478261,23.110552763819097,1.8902589395807647,0.928998
KNL,"Knoll, Inc.",Industrials,Business Equipment & Supplies,USA,627.68,21.14,13.25,1.51,0.47,1.5,80.47,2.67,0.0194,0.92,0.59,-0.061,-0.08779999999999999,0.071,0.14,0.063,-1.444,-0.254,49.08,47.26,0.006999999999999999,-0.0194,0.927,0.0207,0.0287,4.08,0.021,0.071,0.098,1.4,0.6,1.14,1.18,0.374,0.034,0.022000000000000002,1.83,-0.0137,-0.17550000000000002,0.33186,0.73,12.39,12.56210078069553,15.027289266221953,sell,0.5860927152317881,0.9350943396226415,8.205298013245033,26.361702127659576,8.26,4.640449438202247,0.24036600000000002
PAG,"Penske Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,3847.19,12.39,8.51,7.29,0.19,1.4,24.15,5.42,0.028797530864197538,0.317,3.87,-0.044000000000000004,0.3379,0.096,0.017,0.061,-0.606,-0.366,80.4,65.58,0.01,-0.019299999999999998,0.825,-0.0128,0.0583,11.64,0.023,0.11599999999999999,0.054000000000000006,0.9,0.2,0.74,1.95,0.149,0.024,0.015,1.63,0.0076,0.138,0.32821,1.64,47.97,47.60817784835252,42.152899824253076,buy,3.8716707021791765,5.63689776733255,6.580246913580247,252.4736842105263,34.26428571428571,8.850553505535055,1.381417555555556
LCI,"Lannett Company, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,242.9,3.28,6.55,37.12883333333331,0.45,0.78,1.68,2.49,0.018787500000000002,0.0,-0.87,0.88,0.45,-0.172,0.15,0.061,-0.252,0.031,38.75,30.64,0.079,-0.019299999999999998,0.932,-0.011200000000000002,0.3187,15.73,-0.028999999999999998,-0.106,0.033,2.1,1.4,1.96,2.25,0.303,0.032,-0.061,1.39,0.0335,-0.18289999999999998,0.6208899999999999,0.27,6.08,5.882922109337203,7.4409497001590985,sell,1.853658536585366,0.9282442748091604,0.16375413537547198,13.511111111111111,7.794871794871795,2.441767068273092,0.11422800000000001
ELMD,"Electromed, Inc.",Healthcare,Medical Devices,USA,85.19,21.38,25.17,1.43,2.62,2.81,8.11,25.06,0.018787500000000002,0.0,0.47,1.055,1.8571,0.28600000000000003,0.15,0.10800000000000001,0.146,-0.198,8.44,6.95,0.06,-0.019299999999999998,0.484,0.42590000000000006,0.0425,2.17,0.13,0.145,0.134,9.4,8.4,0.0,0.0,0.7759999999999999,0.155,0.128,0.39,-0.2825,-0.20120000000000002,0.13584000000000002,0.53,10.07,14.034843205574912,12.606409614421633,buy,0.4710009354536951,0.4000794596742153,7.0419580419580425,3.8435114503816794,3.583629893238434,0.40183559457302476,0.18919012500000001
ARCB,ArcBest Corporation,Industrials,Trucking,USA,799.39,28.83,11.2,11.34448087431694,0.28,1.02,1.39,8.12,0.0103,0.28600000000000003,1.08,-0.363,0.20079999999999998,-0.022000000000000002,-0.069,0.027000000000000003,-0.344,-0.187,25.46,24.91,0.035,-0.0192,0.9209999999999999,0.0176,0.037000000000000005,4.32,0.016,0.037000000000000005,0.048,2.1,2.1,0.61,0.69,0.768,0.017,0.01,1.57,-0.0297,0.2223,0.2129,1.45,31.02,31.96949397093682,25.378385011862882,buy,1.0759625390218523,2.7696428571428573,2.7343692799753376,110.78571428571428,30.41176470588235,3.8201970443349755,0.319506
GSIT,"GSI Technology, Inc.",Technology,Semiconductors,USA,133.8,18.71,9.04,19.854496124031005,3.63,1.52,2.07,15.79,0.028549122807017543,0.0,-0.7,-0.5329999999999999,0.8,-0.177,0.1,-0.040999999999999995,0.77,-0.49200000000000005,23.44,17.11,0.16399999999999998,-0.0191,0.345,0.08349999999999999,0.0078000000000000005,3.26,-0.157,-0.179,-0.12300000000000001,9.9,9.3,0.0,0.0,0.545,-0.444,-0.441,0.89,-0.102,-0.19140000000000001,0.040729999999999995,0.87,5.61,6.247216035634744,6.93791738807816,sell,0.2998396579369321,0.6205752212389382,0.2825556470914366,1.5454545454545456,3.6907894736842106,0.3552881570614313,0.16016057894736843
AAON,"AAON, Inc.",Industrials,Building Products & Equipment,USA,3158.98,45.97,45.86,3.83,6.33,9.78,2.27,50.46,0.0063,0.262,1.32,0.27,-0.053099999999999994,0.051,0.12,0.057,0.32899999999999996,0.052000000000000005,52.1,40.85,0.195,-0.019,0.722,0.0178,0.0974,19.68,0.179,0.23199999999999998,0.18100000000000002,2.9,1.8,0.02,0.02,0.29,0.172,0.139,0.63,0.0431,0.1377,0.2022,1.02,60.54,58.03853897037676,53.21262195657906,buy,1.3169458342397216,1.3201046663759268,15.806788511749346,9.563981042654028,6.190184049079755,1.1997621878715814,0.381402
XENE,Xenon Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada,385.94,3.28,18.29,37.12883333333331,14.14,2.16,1.9,17.03,0.018787500000000002,0.0,-0.97,0.052000000000000005,-0.713,-0.298,0.17093309859154923,-0.248,0.987,0.0,34.98,32.7,0.012,-0.019,0.813,0.010700000000000001,0.042300000000000004,13.34,-0.155,-0.21,-0.428,9.8,9.8,0.0,0.0,0.5297944862155385,-0.15852000000000005,-0.986,1.19,-0.0262,-0.1341,0.10377,1.34,11.19,11.491065927295132,12.92297031989837,sell,3.4115853658536586,0.6118097320940404,0.3013830221795282,0.7913719943422913,5.180555555555555,0.657075748678802,0.21023212500000002
AVD,American Vanguard Corporation,Basic Materials,Agricultural Inputs,USA,399.28,35.58,21.74,6.726666666666666,0.88,1.14,46.43,12.21,0.03635588235294117,0.159,0.37,-0.455,0.2851,0.22,-0.01,0.094,0.23800000000000002,-0.075,29.41,26.71,0.051,-0.0189,0.797,-0.0216,0.0194,5.9,0.016,0.032,0.043,2.6,1.2,0.47,0.47,0.379,0.048,0.024,1.02,-0.0652,-0.1175,0.08807999999999999,1.51,13.13,14.045785194694053,14.878186968838527,sell,0.3690275435637999,0.6039558417663294,1.9519326065411302,14.920454545454547,11.517543859649125,1.0753480753480753,0.4773527352941176
IDCC,"InterDigital, Inc.",Communication Services,Telecom Services,USA,1762.87,46.5,36.25,3.1,4.96,2.29,2.1,12.86,0.024399999999999998,1.125,1.23,-0.506,0.5105,-0.24100000000000002,0.15,-0.052000000000000005,1.9409999999999998,0.382,30.76,30.48,0.013000000000000001,-0.0187,0.812,0.0219,0.0487,8.39,0.025,0.05,0.018000000000000002,4.5,4.5,0.47,0.47,0.5100694444444445,0.185,0.10800000000000001,1.11,-0.056900000000000006,0.0375,0.17714,0.94,57.38,60.8419043579684,55.30602409638554,buy,1.233978494623656,1.582896551724138,18.50967741935484,11.568548387096774,25.056768558951966,4.46189735614308,1.400072
ONTO,Onto Innovation Inc.,Technology,Semiconductors,USA,1507.56,1064.83,13.02,88.74,3.38,1.23,4.83,22.77,0.028549122807017543,0.0,0.03,-0.973,0.449,0.154,0.12,0.129,-0.042,0.996,48.74,47.0,0.019,-0.0187,0.9570000000000001,-0.0123,0.045599999999999995,7.04,-0.002,-0.002,-0.002,6.5,4.8,0.0,0.0,0.449,-0.021,-0.004,1.2,-0.056299999999999996,-0.07629999999999999,0.30392,0.55,30.88,32.72226343117516,33.43076756522681,sell,0.02899993426180705,2.3717357910906296,0.34798287130944333,9.136094674556213,25.10569105691057,1.3561703996486605,0.8815969122807017
VNRX,VolitionRx Limited,Healthcare,Diagnostics & Research,USA,157.87,3.28,18.29,37.12883333333331,6913.64,7.37,7.41,17.03,0.018787500000000002,0.0,-0.45,0.284,0.021,0.076,0.17093309859154923,0.052000000000000005,-0.085,0.0,43.41,30.06,0.08900000000000001,-0.0187,0.135,0.8613,0.045599999999999995,3.09,-0.845,-1.244,-0.37016911764705906,4.8,4.8,0.15,0.19,0.5297944862155385,-0.15852000000000005,-0.1719638989169675,1.76,-0.049,-0.1603,0.44251999999999997,0.25,3.17,3.3333333333333335,3.775157794450399,sell,0.9664634146341464,0.17331875341716785,0.0853783896612247,0.00045851389427277087,0.43012211668928085,0.18614210217263652,0.05955637500000001
